rank,name,repository_url,bucket,science_score,project_score,total_citations,category,sub_category,language,owner_login,owner_name,owner_kind,owner_company,owner_website,ecosystems,package_names,monthly_downloads,dependent_repos,dependent_packages,registry_maintainers,stars,archived,days_since_release,days_since_commit,days_since_push,total_committers,past_year_commits,past_year_committers,dds,past_year_dds,issue_maintainers_count,active_maintainers_count,active_maintainers,past_year_issues,past_year_prs,past_year_issues_closed,past_year_prs_merged,advisories,unpatched_advisories,signals,science_html_url
497,terrainr,https://github.com/ropensci/terrainr,dormant,98.0,11.85423597823169,0,Scientific Software,Peer-reviewed,R,ropensci,rOpenSci,organization,,https://ropensci.org/,cran,terrainr,605,2,1,1,77,0,370,,370,3,2,1,0.15300546448087426,0.0,2,0,"",2,0,1,0,0,0,push:370d release:370d commits:2 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/1634
501,PyXAB - A Python Library for $\mathcal{X}$-Armed Bandit and Online Blackbox Optimization Algorithms,https://github.com/williamlwj/pyxab,dormant,100.0,9.780189336191635,0,Scientific Software,Peer-reviewed,Python,WilliamLwj,William,user,,https://williamlwj.github.io/About/,pypi,pyxab,33,0,0,1,127,0,1139,,644,4,0,0,0.1849529780564263,0.0,2,0,"",1,1,0,1,0,0,push:644d release:1139d commits:0 active_maint:0 closed:1 merged:1,https://science.ecosyste.ms/projects/428
504,mosartwmpy,https://github.com/immm-sfa/mosartwmpy,dormant,100.0,9.737432968206045,0,Scientific Software,Peer-reviewed,Python,IMMM-SFA,Integrated Multisector Multiscale Modeling,organization,,https://im3.pnnl.gov/,"go,conda,pypi","github.com/IMMM-SFA/mosartwmpy,mosartwmpy,github.com/immm-sfa/mosartwmpy",119,1,0,1,25,0,931,,6,4,0,0,0.24186046511627912,0.0,2,1,cameronbracken,1,5,0,0,0,0,push:6d release:931d commits:0 active_maint:1 closed:3 merged:0,https://science.ecosyste.ms/projects/1846
510,imucal - A Python library to calibrate 6 DOF IMUs,https://github.com/mad-lab-fau/imucal,dormant,98.0,11.668954379809259,0,Scientific Software,Peer-reviewed,Python,mad-lab-fau,Machine Learning and Data Analytics Lab FAU,organization,,https://www.mad.tf.fau.de,"alpine,pypi","py3-imucal,py3-imucal-pyc,imucal",353,5,2,2,51,0,582,,461,7,0,0,0.06785714285714284,0.0,2,0,"",2,0,2,0,0,0,push:461d release:582d commits:0 active_maint:0 closed:2 merged:0,https://science.ecosyste.ms/projects/1505
513,jstor,https://github.com/ropensci/jstor,dormant,93.0,16.62150310803577,0,Scientific Software,Peer-reviewed,R,ropensci,rOpenSci,organization,,https://ropensci.org/,cran,jstor,309,0,0,1,47,0,1079,,457,6,3,1,0.01602136181575431,0.0,2,0,"",0,0,0,0,0,0,push:457d release:1079d commits:3 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2798
516,ZodiPy,https://github.com/cosmoglobe/zodipy,dormant,100.0,9.599676098154465,0,Scientific Software,Peer-reviewed,Python,Cosmoglobe,Cosmoglobe,organization,,cosmoglobe.uio.no,pypi,"quadcube,zodipy",161,1,0,2,13,0,465,,38,7,8,3,0.04259634888438135,0.25,2,0,"",1,10,0,3,0,0,push:38d release:465d commits:2 active_maint:0 closed:7 merged:3,https://science.ecosyste.ms/projects/736
519,iced,https://github.com/hiclib/iced,dormant,98.0,11.582134313132538,0,Scientific Software,Peer-reviewed,Python,hiclib,hiclib,organization,,,pypi,iced,281,9,2,1,41,0,435,,435,6,0,0,0.10460251046025104,0.0,0,0,"",1,3,0,2,0,0,push:435d release:435d commits:0 active_maint:0 closed:3 merged:2,https://science.ecosyste.ms/projects/2609
525,Zoomerjoin,https://github.com/beniaminogreen/zoomerjoin,dormant,98.0,11.543027808786672,0,Scientific Software,Peer-reviewed,R,beniaminogreen,Beniamino Green,user,Yale University,,cran,zoomerjoin,225,0,0,1,109,0,473,,104,6,11,3,0.13486842105263153,0.2727272727272727,2,1,beniaminogreen,4,5,2,4,0,0,push:104d release:473d commits:11 active_maint:1 closed:6 merged:4,https://science.ecosyste.ms/projects/981
528,sorn,https://github.com/saran-nns/sorn,dormant,98.0,11.531158233231288,0,Scientific Software,Peer-reviewed,Python,Saran-nns,Saranraj Nambusubramaniyan,user,,,pypi,sorn,1338,1,0,1,39,0,1536,,694,2,0,0,0.3628691983122363,0.0,1,0,"",0,1,0,1,0,0,push:694d release:1536d commits:0 active_maint:0 closed:1 merged:1,https://science.ecosyste.ms/projects/1768
530,Representation and Manipulation of Genomic Tuples in R,https://github.com/petehaitch/genomictuples,dormant,95.0,14.507814883421633,0,Scientific Software,Peer-reviewed,R,PeteHaitch,Peter Hickey,user,,www.peterhickey.org,bioconductor,GenomicTuples,0,0,0,1,5,0,464,,83,11,4,1,0.2490974729241877,0.0,1,0,"",0,0,0,0,0,0,push:83d release:464d commits:4 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/3127
532,academictwitteR,https://github.com/cjbarrie/academictwitter,dead,95.0,14.486068512265025,0,Scientific Software,Peer-reviewed,R,cjbarrie,Christopher Barrie,user,University of Edinburgh,https://cjbarrie.com,"cran,go,conda","academictwitteR,github.com/cjbarrie/academictwitteR,github.com/cjbarrie/academictwitter,r-academictwitter",799,4,0,1,275,1,1625,,1126,8,0,0,0.5791245791245792,0.0,3,0,"",0,0,0,0,0,0,archived push:1126d release:1625d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1868
533,quadkeyr,https://github.com/ropensci/quadkeyr,dormant,100.0,9.475163150281881,0,Scientific Software,Peer-reviewed,R,ropensci,rOpenSci,organization,,https://ropensci.org/,cran,quadkeyr,180,0,0,1,15,0,493,,492,4,0,0,0.1352941176470588,0.0,2,0,"",5,12,3,10,0,0,push:492d release:493d commits:0 active_maint:0 closed:15 merged:10,https://science.ecosyste.ms/projects/769
535,comorbidity,https://github.com/ellessenne/comorbidity,dead,95.0,14.44635671232684,0,Scientific Software,Peer-reviewed,R,ellessenne,Alessandro Gasparini,user,@RedDoorAnalytics,https://www.ellessenne.xyz,cran,comorbidity,1641,2,1,1,92,0,744,,744,9,0,0,0.14179104477611937,0.0,1,0,"",1,1,0,0,0,0,push:744d release:744d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2879
538,NiBetaSeries,https://github.com/hbclab/nibetaseries,dead,98.0,11.411601236977113,0,Scientific Software,Peer-reviewed,Python,HBClab,"Health, Brain, & Cognition Lab",organization,,https://psychology.uiowa.edu/health-brain-cognition-lab,"pypi,spack","nibetaseries,py-nibetaseries",35,1,0,1,36,0,1577,,1151,29,0,0,0.33029612756264237,0.0,1,0,"",1,0,0,0,0,0,pkg:removed push:1151d release:1577d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2451
541,set6,https://github.com/xoopr/set6,dead,95.0,14.387252525697537,0,Scientific Software,Peer-reviewed,R,xoopR,xoop,organization,,,"cran,conda","set6,r-set6",0,6,3,0,14,1,1746,,1035,3,0,0,0.11111111111111116,0.0,1,0,"",0,0,0,0,0,0,archived pkg:removed push:1035d release:1746d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2055
554,Omniscape.jl,https://github.com/circuitscape/omniscape.jl,dormant,98.0,11.297005758745339,0,Scientific Software,Peer-reviewed,Julia,Circuitscape,Circuitscape,organization,,https://circuitscape.org/,julia,Omniscape,0,0,0,0,70,0,895,,38,9,9,2,0.2844036697247706,0.33333333333333337,3,0,"",2,6,0,3,0,0,push:38d release:895d commits:6 active_maint:0 closed:3 merged:3,https://science.ecosyste.ms/projects/1991
557,DynamicalBilliards.jl,https://github.com/juliadynamics/dynamicalbilliards.jl,dead,100.0,9.254835611862733,0,Scientific Software,Peer-reviewed,Julia,JuliaDynamics,JuliaDynamics,organization,,https://juliadynamics.github.io/JuliaDynamics/,julia,DynamicalBilliards,0,0,1,0,114,0,789,,769,17,0,0,0.28648068669527893,0.0,1,0,"",0,2,0,0,0,0,push:769d release:789d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2956
566,UncertainSCI,https://github.com/sciinstitute/uncertainsci,dormant,100.0,9.20230820027892,0,Scientific Software,Peer-reviewed,Python,SCIInstitute,The Scientific Computing and Imaging Institute,organization,,www.sci.utah.edu,pypi,uncertainsci,29,1,0,2,11,0,1022,,7,11,11,1,0.6929347826086957,0.0,2,1,asher-m,3,2,2,1,0,0,push:7d release:1022d commits:11 active_maint:1 closed:3 merged:1,https://science.ecosyste.ms/projects/937
568,RiskPortfolios,https://github.com/ardiad/riskportfolios,dormant,93.0,16.199927034919305,0,Scientific Software,Peer-reviewed,R,ArdiaD,David Ardia,user,HEC Montréal,https://ardiad.github.io,cran,RiskPortfolios,355,1,3,1,54,0,1901,,1901,4,0,0,0.16249999999999998,0.0,2,0,"",2,0,1,0,0,0,push:1901d release:1901d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/3067
569,A Python package for homogenization procedures in fiber reinforced polymers,https://github.com/extraweich/homopy,dormant,100.0,9.182763604205947,0,Scientific Software,Peer-reviewed,Python,Extraweich,Nicolas Christ,user,Karlsruhe Institute of Technology,,pypi,homopy,25,0,0,1,25,0,1125,,481,8,0,0,0.5432525951557093,0.0,1,0,"",0,1,0,1,0,0,push:481d release:1125d commits:0 active_maint:0 closed:1 merged:1,https://science.ecosyste.ms/projects/1067
571,timeseriesflattener,https://github.com/aarhus-psychiatry-research/timeseriesflattener,dormant,98.0,11.168870552387599,0,Scientific Software,Peer-reviewed,Python,Aarhus-Psychiatry-Research,"PSYCOP, Aarhus Psychiatry Research",organization,,https://www.psykiatrien.rm.dk/afdelinger/auhpsykiatrien/afdeling-for-depression-og-angst/About/,pypi,timeseriesflattener,284,1,1,1,20,0,408,,408,13,0,0,0.4489402697495183,0.0,4,0,"",2,46,2,7,0,0,push:408d release:408d commits:0 active_maint:0 closed:39 merged:7,https://science.ecosyste.ms/projects/1196
574,PyVBMC,https://github.com/acerbilab/pyvbmc,dormant,98.0,11.139075296231315,0,Scientific Software,Peer-reviewed,Python,acerbilab,acerbilab,organization,,www.helsinki.fi/machine-and-human-intelligence,pypi,pyvbmc,91,0,1,2,128,0,673,,63,6,10,1,0.528125,0.0,4,0,"",0,10,0,2,0,0,push:63d release:673d commits:0 active_maint:0 closed:2 merged:2,https://science.ecosyste.ms/projects/1098
575,UM-Bridge,https://github.com/um-bridge/umbridge,dormant,95.0,14.135417777710792,0,Scientific Software,Peer-reviewed,C++,UM-Bridge,UM-Bridge,organization,,,pypi,umbridge,667,1,2,2,42,0,981,,8,18,5,2,0.2857142857142857,0.4,14,1,chun9l,4,18,0,6,0,0,push:8d release:981d commits:5 active_maint:1 closed:9 merged:6,https://science.ecosyste.ms/projects/1206
576,cerf,https://github.com/immm-sfa/cerf,dead,100.0,9.123038043573386,0,Scientific Software,Peer-reviewed,Jupyter Notebook,IMMM-SFA,Integrated Multisector Multiscale Modeling,organization,,https://im3.pnnl.gov/,pypi,cerf,77,0,0,2,16,0,675,,552,4,0,0,0.011363636363636354,0.0,1,0,"",1,1,0,0,0,0,push:552d release:675d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1755
580,SolvationAnalysis,https://github.com/mdanalysis/solvation-analysis,dormant,95.0,14.075681649955472,0,Scientific Software,Peer-reviewed,Python,MDAnalysis,MDAnalysis,organization,,https://mdanalysis.org,pypi,solvation-analysis,2250,1,0,1,54,0,742,,246,9,8,1,0.06686046511627908,0.0,4,1,orionarcher,1,1,0,1,0,0,push:246d release:742d commits:8 active_maint:1 closed:1 merged:1,https://science.ecosyste.ms/projects/1179
581,elapid,https://github.com/earth-chris/elapid,dormant,98.0,11.06325765418233,0,Scientific Software,Peer-reviewed,Python,earth-chris,Christopher Anderson,user,@planetlabs,https://earth-chris.github.io,"conda,go,pypi","elapid,github.com/earth-chris/elapid",950,1,0,1,74,0,521,,49,3,5,3,0.007317073170731714,0.6,2,1,thomas-maschler,2,5,1,5,0,0,push:49d release:521d commits:5 active_maint:1 closed:6 merged:5,https://science.ecosyste.ms/projects/1172
586,Foundry-ML - Software and Services to Simplify Access to Machine Learning Datasets in Materials Science,https://github.com/mlmi2-cssi/foundry,dormant,95.0,13.997432034736889,0,Scientific Software,Peer-reviewed,Python,MLMI2-CSSI,Machine Learning Materials Innovation Infrastructure - NSF CSSI Project,organization,,,"pypi,conda","foundry-ml,foundry_ml",348,1,1,3,87,0,713,,189,24,11,2,0.7701767870868563,0.18181818181818177,5,0,"",0,7,0,6,0,0,push:189d release:713d commits:9 active_maint:0 closed:6 merged:6,https://science.ecosyste.ms/projects/855
591,causal-curve,https://github.com/ronikobrosly/causal-curve,dormant,93.0,15.953065335274394,0,Scientific Software,Peer-reviewed,Python,ronikobrosly,Roni Kobrosly,user,DrFirst,https://www.kobrosly.net,"go,pypi","github.com/ronikobrosly/causal-curve,causal-curve",7487,2,0,1,284,0,798,,206,4,1,1,0.038461538461538436,0.0,1,0,"",1,0,1,0,0,0,push:206d release:798d commits:1 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/2143
593,ijtiff,https://github.com/ropensci/ijtiff,dormant,93.0,15.906774439570635,0,Scientific Software,Peer-reviewed,R,ropensci,rOpenSci,organization,,https://ropensci.org/,cran,ijtiff,1272,6,5,1,17,0,481,,185,5,7,1,0.202247191011236,0.0,4,0,"",0,0,0,0,0,0,push:185d release:481d commits:7 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2886
598,PyMSM,https://github.com/hrossman/pymsm,dead,98.0,10.866165563963404,0,Scientific Software,Peer-reviewed,Jupyter Notebook,hrossman,Hagai_Rossman,user,Weizmann institute of science,https://hrossman.github.io/,pypi,pymsm,298,1,0,2,57,0,1585,,1390,3,0,0,0.15042372881355937,0.0,2,0,"",0,2,0,0,0,0,push:1390d release:1585d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1380
600,caracas,https://github.com/r-cas/caracas,dormant,93.0,15.850727447645355,0,Scientific Software,Peer-reviewed,R,r-cas,Computer algebra systems in R,organization,,,cran,caracas,536,2,0,1,31,0,973,,184,3,4,1,0.31400966183574874,0.0,1,0,"",0,0,0,0,0,0,push:184d release:973d commits:4 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1826
603,BayesO,https://github.com/jungtaekkim/bayeso,dormant,98.0,10.838011052671343,0,Scientific Software,Peer-reviewed,Python,jungtaekkim,Jungtaek Kim,user,,https://jungtaek.github.io,"go,pypi","github.com/jungtaekkim/bayeso,bayeso",266,1,0,1,96,0,870,,199,2,1,1,0.001481481481481528,0.0,1,1,jungtaekkim,0,1,0,1,0,0,push:199d release:870d commits:1 active_maint:1 closed:1 merged:1,https://science.ecosyste.ms/projects/963
604,partition,https://github.com/uscbiostats/partition,dormant,98.0,10.836753388616245,0,Scientific Software,Peer-reviewed,HTML,USCbiostats,USC Division of Biostatistics,organization,,https://biostatsepi.usc.edu/,cran,partition,323,1,1,1,37,0,659,,627,4,0,0,0.12658227848101267,0.0,2,0,"",2,2,1,2,0,0,push:627d release:659d commits:0 active_maint:0 closed:3 merged:2,https://science.ecosyste.ms/projects/2274
605,Autorank,https://github.com/sherbold/autorank,dormant,95.0,13.836146171564346,0,Scientific Software,Peer-reviewed,Python,sherbold,Steffen Herbold,user,,https://www.fim.uni-passau.de/ai-engineering,pypi,autorank,2382,4,1,1,99,0,422,,41,6,1,1,0.11864406779661019,0.0,1,0,"",2,3,1,1,0,0,push:41d release:422d commits:1 active_maint:0 closed:4 merged:1,https://science.ecosyste.ms/projects/2255
608,Shapelets,https://github.com/uw-comphys/shapelets,dormant,100.0,8.787525625532906,0,Scientific Software,Peer-reviewed,Python,uw-comphys,uw-comphys,organization,,,pypi,shapelets,48,2,0,2,19,0,593,,273,6,9,1,0.22535211267605637,0.0,2,1,mptino,3,19,1,16,0,0,push:273d release:593d commits:9 active_maint:1 closed:17 merged:16,https://science.ecosyste.ms/projects/779
612,JAXbind,https://github.com/nifty-ppl/jaxbind,dormant,95.0,13.768687258248175,0,Scientific Software,Peer-reviewed,Python,NIFTy-PPL,NIFTy-PPL,organization,,,pypi,jaxbind,3136,0,0,3,82,0,464,,168,4,11,2,0.5763688760806917,0.2727272727272727,2,1,roth-jakob,0,5,0,4,0,0,push:168d release:464d commits:11 active_maint:1 closed:4 merged:4,https://science.ecosyste.ms/projects/631
613,scPCA,https://github.com/philboileau/scpca,dormant,95.0,13.74586461613044,0,Scientific Software,Peer-reviewed,R,PhilBoileau,Philippe Boileau,user,,pboileau.ca,"go,bioconductor","github.com/PhilBoileau/scPCA,scPCA,github.com/philboileau/scpca",0,0,0,1,12,0,464,,535,6,0,0,0.23765432098765427,0.0,2,0,"",0,2,0,2,0,0,push:535d release:464d commits:0 active_maint:0 closed:2 merged:2,https://science.ecosyste.ms/projects/2291
616,TransBigData,https://github.com/ni1o1/transbigdata,dormant,93.0,15.716469663984848,0,Scientific Software,Peer-reviewed,Python,ni1o1,Qing Yu,user,Southern University of Science and Technology,https://ni1o1.github.io/,"pypi,conda",transbigdata,1398,2,1,1,536,0,1006,,1006,9,0,0,0.26590538336052205,0.0,2,0,"",4,0,1,0,0,0,push:1006d release:1006d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/1589
620,finreportr,https://github.com/sewardlee337/finreportr,dead,93.0,15.684669860933788,0,Scientific Software,Peer-reviewed,R,sewardlee337,Seward Lee,user,,https://sewardlee.com,cran,finreportr,401,0,0,1,135,0,1655,,1655,1,0,0,0.0,0.0,0,0,"",1,0,0,0,0,0,pkg:removed push:1655d release:1655d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/3086
621,OpenTripPlanner for R,https://github.com/ropensci/opentripplanner,dead,95.0,13.666274780193953,0,Scientific Software,Peer-reviewed,R,ropensci,rOpenSci,organization,,https://ropensci.org/,cran,opentripplanner,838,2,1,1,89,0,815,,586,11,0,0,0.1724709784411277,0.0,2,0,"",0,4,0,0,0,0,push:586d release:815d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2372
623,hal9001,https://github.com/tlverse/hal9001,dormant,95.0,13.658341995573597,0,Scientific Software,Peer-reviewed,R,tlverse,tlverse,organization,,https://tlverse.org,cran,hal9001,1496,26,3,1,49,0,989,,618,10,0,0,0.5337837837837838,0.0,6,0,"",1,1,1,1,0,0,push:618d release:989d commits:0 active_maint:0 closed:2 merged:1,https://science.ecosyste.ms/projects/2116
624,ReferenceSeeker,https://github.com/oschwengers/referenceseeker,dormant,100.0,8.65032450401942,0,Scientific Software,Peer-reviewed,Python,oschwengers,Oliver Schwengers,user,@ag-computational-bio - JLU Giessen,,pypi,referenceseeker,54,1,0,1,101,0,1658,,554,1,0,0,0.0,0.0,1,0,"",2,0,1,0,0,0,push:554d release:1658d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/2318
625,MemCNN,https://github.com/silvandeleemput/memcnn,dormant,95.0,13.646689458504138,0,Scientific Software,Peer-reviewed,Python,silvandeleemput,Sil van de Leemput,user,,,pypi,memcnn,309,4,0,1,257,0,1177,,140,11,5,2,0.13533834586466165,0.19999999999999996,1,0,"",0,1,0,1,0,0,push:140d release:1177d commits:5 active_maint:0 closed:1 merged:1,https://science.ecosyste.ms/projects/2495
627,"pycoQC, interactive quality control for Oxford Nanopore Sequencing",https://github.com/a-slide/pycoqc,dead,95.0,13.622469350466508,0,Scientific Software,Peer-reviewed,Python,a-slide,Adrien Leger,user,@nanoporetech,https://adrienleger.com/,"pypi,go","pycoqc,github.com/a-slide/pycoQC,github.com/a-slide/pycoqc",451,0,0,1,285,1,2052,,650,6,0,0,0.06561679790026242,0.0,2,0,"",2,0,1,0,0,0,archived push:650d release:2052d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/2639
630,"Building, Importing, and Exporting GEXF Graph Files with rgexf",https://github.com/gvegayon/rgexf,dormant,95.0,13.606112108441735,0,Scientific Software,Peer-reviewed,JavaScript,gvegayon,George G. Vega Yon,user,University of Utah,https://ggvy.cl,"conda,cran","r-rgexf,rgexf",859,12,5,1,32,0,759,,7,8,6,1,0.14720812182741116,0.0,2,1,gvegayon,0,3,0,3,0,0,push:7d release:759d commits:6 active_maint:1 closed:3 merged:3,https://science.ecosyste.ms/projects/1805
634,stacks,https://github.com/tidymodels/stacks,dormant,93.0,15.56144665773202,0,Scientific Software,Peer-reviewed,R,tidymodels,tidymodels,organization,,,"conda,cran,go","r-stacks,stacks,github.com/tidymodels/stacks",2292,18,5,1,302,0,429,,281,8,2,2,0.0625,0.5,4,2,"simonpcouch,EmilHvitfeldt",6,12,3,10,0,0,push:281d release:429d commits:2 active_maint:2 closed:13 merged:10,https://science.ecosyste.ms/projects/1466
641,verdata,https://github.com/hrdag/verdata,dormant,98.0,10.502324053624832,0,Scientific Software,Peer-reviewed,R,HRDAG,Human Rights Data Analysis Group,organization,,https://hrdag.org,cran,verdata,454,0,0,1,17,0,462,,176,4,9,1,0.3207547169811321,0.0,1,0,"",1,0,1,0,0,0,push:176d release:462d commits:9 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/880
643,biopeaks,https://github.com/jancbrammer/biopeaks,dead,98.0,10.492273717771331,0,Scientific Software,Peer-reviewed,Python,JanCBrammer,Jan C. Brammer,user,,https://jancbrammer.github.io/,pypi,biopeaks,154,1,0,1,76,0,1667,,705,3,0,0,0.012072434607645843,0.0,1,0,"",0,1,0,0,0,0,push:705d release:1667d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2072
644,quickBayes,https://github.com/isisneutronmuon/quickbayes,dormant,100.0,8.491875383431948,0,Scientific Software,Peer-reviewed,Python,ISISNeutronMuon,UKRI STFC ISIS Neutron and Muon Facility,organization,,https://www.isis.stfc.ac.uk/,pypi,quickbayes,74,0,0,1,1,0,499,,107,5,1,1,0.08695652173913049,0.0,2,1,AnthonyLim23,0,1,0,1,0,0,push:107d release:499d commits:1 active_maint:1 closed:1 merged:1,https://science.ecosyste.ms/projects/227
645,BAMnostic,https://github.com/betteridiot/bamnostic,dormant,95.0,13.490687208831812,0,Scientific Software,Peer-reviewed,Python,betteridiot,Marcus D Sherman,user,,,"conda,pypi",bamnostic,789,1,3,1,99,0,1191,,184,9,2,1,0.048295454545454586,0.0,1,0,"",1,2,0,2,0,0,push:184d release:1191d commits:2 active_maint:0 closed:2 merged:2,https://science.ecosyste.ms/projects/2795
646,GaussianRandomFields.jl,https://github.com/pieterjanrobbe/gaussianrandomfields.jl,dormant,98.0,10.475144835508363,0,Scientific Software,Peer-reviewed,Julia,PieterjanRobbe,PieterjanR,user,Sandia National Laboratories,,julia,GaussianRandomFields,0,1,1,0,79,0,485,,318,9,2,1,0.25668449197860965,0.0,1,0,"",2,3,1,3,0,0,push:318d release:485d commits:2 active_maint:0 closed:4 merged:3,https://science.ecosyste.ms/projects/1020
647,Pyafscgap.org,https://github.com/schmidtdse/afscgap,dormant,100.0,8.457018468380166,0,Scientific Software,Peer-reviewed,Python,SchmidtDSE,DSE,organization,,https://dse.berkeley.edu/,pypi,afscgap,211,2,0,1,5,0,568,,175,3,9,2,0.009202453987730008,0.33333333333333337,0,0,"",5,20,2,17,0,0,push:175d release:568d commits:6 active_maint:0 closed:19 merged:17,https://science.ecosyste.ms/projects/1080
648,liionpack,https://github.com/pybamm-team/liionpack,dormant,95.0,13.449148848435998,0,Scientific Software,Peer-reviewed,Python,pybamm-team,PyBaMM Team,organization,,https://www.pybamm.org/,"go,pypi","github.com/pybamm-team/liionpack,liionpack",376,1,0,1,115,0,556,,10,14,1,1,0.3781965006729475,0.0,8,0,"",1,3,0,0,0,0,push:10d release:556d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/1596
649,Fasten,https://github.com/lskatz/fasten,dormant,93.0,15.442832395416934,0,Scientific Software,Peer-reviewed,Rust,lskatz,Lee Katz,user,CDC (work) + personal projects,https://lskatz.github.io,cargo,fasten,0,0,0,1,82,0,421,,279,4,5,1,0.019073569482288777,0.0,1,1,lskatz,2,12,1,12,0,0,push:279d release:421d commits:5 active_maint:1 closed:13 merged:12,https://science.ecosyste.ms/projects/833
653,bayes-toolbox,https://github.com/hyosubkim/bayes-toolbox,dormant,98.0,10.426913458277857,0,Scientific Software,Peer-reviewed,Python,hyosubkim,Hyosub Kim,user,,https://osf.io/y75ud/wiki/home/,pypi,bayes-toolbox,85,0,0,2,93,0,392,,393,4,0,0,0.08247422680412375,0.0,2,0,"",0,16,0,16,0,0,push:393d release:392d commits:0 active_maint:0 closed:16 merged:16,https://science.ecosyste.ms/projects/938
656,EoN (Epidemics on Networks),https://github.com/springer-math/mathematics-of-epidemics-on-networks,dormant,95.0,13.398727644435644,0,Scientific Software,Peer-reviewed,Python,springer-math,Springer Math,organization,,http://www.springer.com/mathematics/,pypi,eon,280,2,1,1,165,0,2536,,15,11,7,1,0.08080808080808077,0.0,1,0,"",1,1,0,0,0,0,push:15d release:2536d commits:7 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2348
662,modisfast,https://github.com/ptaconet/modisfast,dormant,98.0,10.383070156562187,0,Scientific Software,Peer-reviewed,R,ptaconet,Paul Taconet,user,French Institute for Sustainable Development (IRD),,cran,modisfast,393,0,0,1,43,0,378,,316,2,2,1,0.005154639175257714,0.0,1,0,"",6,0,3,0,0,0,push:316d release:378d commits:2 active_maint:0 closed:3 merged:0,https://science.ecosyste.ms/projects/403
668,Elektra,https://github.com/elektrainitiative/libelektra,dead,95.0,13.32438951747262,0,Scientific Software,Peer-reviewed,C,ElektraInitiative,Elektra Initiative,organization,,https://www.libelektra.org,"go,maven","github.com/ElektraInitiative/libelektra,github.com/elektrainitiative/libelektra/src/bindings/go-elektra,github.com/ElektraInitiative/libelektra/src/bindings/go-elektra,org.libelektra:libelektra,github.com/elektrainitiative/libelektra,org.libelektra:libelektra-kotlin",0,19,1,0,210,1,1059,,1057,141,0,0,0.7792916649567038,0.0,5,0,"",1,0,0,0,0,0,archived push:1057d release:1059d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/3082
669,TipToft,https://github.com/andrewjpage/tiptoft,dormant,100.0,8.318742252692399,0,Scientific Software,Peer-reviewed,Python,andrewjpage,andrewjpage,user,Theiagen Genomics,,pypi,tiptoft,18,1,0,1,41,0,2429,,153,6,7,2,0.11494252873563215,0.4285714285714286,1,1,andrewjpage,0,2,0,2,0,0,push:153d release:2429d commits:3 active_maint:1 closed:2 merged:2,https://science.ecosyste.ms/projects/2638
672,FastVPINNs,https://github.com/cmgcds/fastvpinns,dormant,100.0,8.305978210967302,0,Scientific Software,Peer-reviewed,Python,cmgcds,Computational Mathematics Group (CMG),organization,,http://cmg.cds.iisc.ac.in/,pypi,fastvpinns,22,0,0,1,43,0,731,,543,4,0,0,0.17105263157894735,0.0,2,0,"",2,8,1,6,0,0,push:543d release:731d commits:0 active_maint:0 closed:9 merged:6,https://science.ecosyste.ms/projects/565
674,Multiblock PLS,https://github.com/dtucomputestatisticsanddataanalysis/mbpls,dead,98.0,10.28547930445865,0,Scientific Software,Peer-reviewed,Python,DTUComputeStatisticsAndDataAnalysis,DTU Compute Statistics and Data Analysis,organization,,https://www.compute.dtu.dk/english/research/research-sections/stat,pypi,mbpls,290,2,2,2,33,0,2389,,2389,3,0,0,0.3904109589041096,0.0,2,0,"",3,1,0,0,0,0,push:2389d release:2389d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2664
