rank,name,repository_url,bucket,science_score,project_score,total_citations,category,sub_category,language,owner_login,owner_name,owner_kind,owner_company,owner_website,ecosystems,package_names,monthly_downloads,dependent_repos,dependent_packages,registry_maintainers,stars,archived,days_since_release,days_since_commit,days_since_push,total_committers,past_year_commits,past_year_committers,dds,past_year_dds,issue_maintainers_count,active_maintainers_count,active_maintainers,past_year_issues,past_year_prs,past_year_issues_closed,past_year_prs_merged,advisories,unpatched_advisories,signals,science_html_url
6,Python Sorted Containers,https://github.com/grantjenks/python-sortedcontainers,dead,95.0,32.838905404969566,0,Scientific Software,Peer-reviewed,Python,grantjenks,Grant Jenks,user,,http://www.grantjenks.com/,"conda,go,pypi","sortedcontainers,github.com/grantjenks/python-sortedcontainers",131556604,23703,414,1,3968,0,1900,,874,24,0,0,0.05221518987341767,0.0,1,0,"",2,0,0,0,0,0,push:874d release:1900d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2556
18,BlenderProc2,https://github.com/dlr-rm/blenderproc,dormant,100.0,23.24823291493664,0,Scientific Software,Peer-reviewed,Python,DLR-RM,DLR-RM,organization,,https://rm.dlr.de,"pypi,go","blenderproc,github.com/DLR-RM/BlenderProc,github.com/dlr-rm/blenderproc",55377,3,0,3,3636,0,646,,191,69,7,4,0.6832602527727625,0.4285714285714286,4,0,"",32,14,7,4,0,0,push:191d release:646d commits:7 active_maint:0 closed:13 merged:4,https://science.ecosyste.ms/projects/1237
21,Pannellum,https://github.com/mpetroff/pannellum,dormant,100.0,22.905230296709412,0,Scientific Software,Peer-reviewed,JavaScript,mpetroff,Matthew Petroff,user,,https://mpetroff.net/,"npm,maven","pannellum-next,pannellum-extended,org.webjars.npm:pannellum,sorokinsh-pannellum,pannellum",38606,86,21,1,4857,0,1414,,18,48,8,1,0.12107101280558785,0.0,1,0,"",10,3,5,3,2,0,pkg:unpublished push:18d release:1414d commits:8 active_maint:0 closed:8 merged:3 adv:2/0,https://science.ecosyste.ms/projects/2466
35,PyArabic,https://github.com/linuxscout/pyarabic,dormant,100.0,21.43565207426178,0,Scientific Software,Peer-reviewed,Python,linuxscout,Taha Zerrouki (طه زروقي ),user,Bouira University,tahadz.com,pypi,pyarabic,267103,34,7,1,484,0,1503,,195,16,1,1,0.17293233082706772,0.0,1,0,"",2,0,0,0,0,0,push:195d release:1503d commits:1 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1170
43,Yellowbrick,https://github.com/districtdatalabs/yellowbrick,dead,95.0,25.972600373086067,0,Scientific Software,Peer-reviewed,Python,DistrictDataLabs,District Data Labs,organization,,http://districtdatalabs.com,"conda,pypi","yellowbrick,yellowbrickhotfix",373048,1085,24,3,4397,0,1144,,526,112,0,0,0.6565656565656566,0.0,2,0,"",2,7,0,0,0,0,push:526d release:1144d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2622
60,PyMatting,https://github.com/pymatting/pymatting,dormant,95.0,24.400603765754475,0,Scientific Software,Peer-reviewed,Python,pymatting,PyMatting,organization,,,"go,conda,pypi","github.com/pymatting/pymatting,pymatting",1507369,109,5,1,1907,0,440,,114,17,8,5,0.5677083333333333,0.625,1,0,"",3,2,0,1,0,0,push:114d release:440d commits:8 active_maint:0 closed:1 merged:1,https://science.ecosyste.ms/projects/2096
62,Surprise,https://github.com/nicolashug/surprise,dormant,95.0,24.377995044600613,0,Scientific Software,Peer-reviewed,Python,NicolasHug,Nicolas Hug,user,,http://nicolas-hug.com,"go,conda,pypi","github.com/NicolasHug/Surprise,scikit-surprise,github.com/nicolashug/surprise",128799,453,5,1,6796,0,802,,61,44,2,1,0.09646302250803862,0.0,1,0,"",4,6,1,0,0,0,push:61d release:802d commits:2 active_maint:0 closed:3 merged:0,https://science.ecosyste.ms/projects/2168
63,Pubmed Parser,https://github.com/titipata/pubmed_parser,dormant,100.0,19.36617367080193,0,Scientific Software,Peer-reviewed,Python,titipata,Titipat Achakulvisut,user,Mahidol University,titipata.github.io,pypi,pubmed-parser,3572,4,1,1,734,0,699,,364,39,1,1,0.68944099378882,0.0,3,0,"",3,2,0,0,0,0,push:364d release:699d commits:1 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2311
67,DendroPy 5,https://github.com/jeetsukumaran/dendropy,dormant,100.0,19.051858952587068,0,Scientific Software,Peer-reviewed,Python,jeetsukumaran,Jeet Sukumaran,user,http://sukumaranlab.org,http://jeetblogs.org,pypi,dendropy,21664,109,33,3,236,0,421,,17,36,3,2,0.1521832191780822,0.33333333333333337,3,0,"",1,12,0,3,0,0,push:17d release:421d commits:3 active_maint:0 closed:11 merged:3,https://science.ecosyste.ms/projects/489
70,TorchGAN,https://github.com/torchgan/torchgan,dormant,100.0,18.9356429203754,0,Scientific Software,Peer-reviewed,Python,torchgan,torchgan,organization,,,"go,pypi","github.com/torchgan/torchgan,torchgan",11504,11,0,1,1425,0,1746,,1376,10,0,0,0.31404958677685946,0.0,2,0,"",0,1,0,0,0,0,push:1376d release:1746d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/1719
76,Phonemizer,https://github.com/bootphon/phonemizer,dormant,95.0,23.63513057047248,0,Scientific Software,Peer-reviewed,Python,bootphon,CoML,organization,,https://cognitive-ml.fr,pypi,"phonemizer,phonemizer-fork",390944,438,29,2,1556,0,546,,672,15,0,0,0.5764331210191083,0.0,3,0,"",6,0,1,0,0,0,push:672d release:546d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/1656
77,emcee v3,https://github.com/dfm/emcee,dormant,95.0,23.634212766786533,0,Scientific Software,Peer-reviewed,Python,dfm,Dan Foreman-Mackey,user,,https://dfm.io,"alpine,go,conda,pypi","py3-emcee-pyc,py3-emcee,github.com/dfm/emcee,emcee",148138,538,161,1,1596,0,832,,17,78,24,6,0.3528722157092614,0.5416666666666667,2,1,dfm,4,31,0,14,0,0,push:17d release:832d commits:5 active_maint:1 closed:14 merged:14,https://science.ecosyste.ms/projects/2390
78,htmldate,https://github.com/adbar/htmldate,dormant,95.0,23.631932233843873,0,Scientific Software,Peer-reviewed,Python,adbar,Adrien Barbaresi,user,Berlin-Brg. Academy of Sciences (BBAW),adrien.barbaresi.eu,pypi,htmldate,4920761,50,5,1,153,0,577,,32,25,7,2,0.25072886297376096,0.1428571428571429,1,1,adbar,1,8,1,6,0,0,push:32d release:577d commits:7 active_maint:1 closed:7 merged:6,https://science.ecosyste.ms/projects/2177
81,Spleeter,https://github.com/deezer/spleeter,dormant,95.0,23.488145508162887,0,Scientific Software,Peer-reviewed,Python,deezer,Deezer,organization,,http://developers.deezer.com/,"go,pypi,conda","github.com/Deezer/spleeter,spleeter-gpu,spleeter,github.com/deezer/spleeter",28467,87,2,1,28342,0,483,,42,20,1,1,0.65,0.0,5,1,romi1502,10,2,2,1,0,0,push:42d release:483d commits:1 active_maint:1 closed:3 merged:1,https://science.ecosyste.ms/projects/2214
86,Retriever,https://github.com/weecology/retriever,dormant,100.0,18.165830093458318,0,Scientific Software,Peer-reviewed,Python,weecology,Weecology,organization,,http://weecology.org,"conda,pypi",retriever,818,3,0,2,326,0,1553,,493,73,0,0,0.6339901477832512,0.0,2,0,"",4,14,1,0,0,0,push:493d release:1553d commits:0 active_maint:0 closed:6 merged:0,https://science.ecosyste.ms/projects/2958
89,Dynamax,https://github.com/probml/dynamax,dormant,100.0,17.984398426140014,0,Scientific Software,Peer-reviewed,Python,probml,Probabilistic machine learning,organization,,probml.ai,pypi,dynamax,2036,1,1,2,982,0,446,,35,36,8,3,0.6920821114369502,0.375,7,1,slinderman,8,20,0,3,0,0,push:35d release:446d commits:8 active_maint:1 closed:4 merged:3,https://science.ecosyste.ms/projects/228
91,tidytext,https://github.com/juliasilge/tidytext,dormant,95.0,22.716452668292185,0,Scientific Software,Peer-reviewed,R,juliasilge,Julia Silge,user,@posit-pbc,https://juliasilge.com/,"cran,go,conda","tidytext,github.com/juliasilge/tidytext,r-tidytext",42128,194,66,1,1201,0,370,,33,35,5,3,0.2701949860724234,0.4,2,0,"",3,6,1,3,0,0,push:33d release:370d commits:5 active_maint:0 closed:5 merged:3,https://science.ecosyste.ms/projects/3119
96,resampy,https://github.com/bmcfee/resampy,dead,95.0,22.565535537798382,0,Scientific Software,Peer-reviewed,Python,bmcfee,Brian McFee,user,New York University,https://brianmcfee.net,"conda,spack,pypi","resampy,py-resampy",1470571,3118,74,1,283,0,877,,668,10,0,0,0.17372881355932202,0.0,1,0,"",2,0,0,0,0,0,push:668d release:877d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/3085
98,Nashpy,https://github.com/drvinceknight/nashpy,dormant,100.0,17.45915517025356,0,Scientific Software,Peer-reviewed,Python,drvinceknight,Vince Knight,user,"Cardiff University, School of Mathematics",https://fosstodon.org/@vinceknight,"alpine,pypi,conda","py3-nashpy,py3-nashpy-doc,nashpy,py3-nashpy-pyc",5418,38,2,1,372,0,754,,259,20,6,3,0.09933774834437081,0.33333333333333337,1,1,drvinceknight,2,4,0,4,0,0,push:259d release:754d commits:6 active_maint:1 closed:4 merged:4,https://science.ecosyste.ms/projects/2749
102,normflows,https://github.com/vincentstimper/normalizing-flows,dormant,100.0,17.406378261315073,0,Scientific Software,Peer-reviewed,Python,VincentStimper,Vincent Stimper,user,Isomorphic Labs,https://vincentstimper.com/,"go,pypi","github.com/VincentStimper/normalizing-flows,github.com/vincentstimper/normalizing-flows,normflows",2923,2,1,1,956,0,987,,704,14,0,0,0.1615168539325843,0.0,4,0,"",2,4,0,0,0,0,push:704d release:987d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/1090
103,Learning from Crowds with Crowd-Kit,https://github.com/toloka/crowd-kit,dormant,100.0,17.28980820421339,0,Scientific Software,Peer-reviewed,Python,Toloka,Toloka,organization,,https://toloka.ai,pypi,crowd-kit,4916,5,3,2,246,0,695,,241,28,13,2,0.6143617021276595,0.23076923076923073,2,0,"",4,3,2,2,0,0,push:241d release:695d commits:10 active_maint:0 closed:4 merged:2,https://science.ecosyste.ms/projects/749
105,impedance.py,https://github.com/ecshackweek/impedance.py,dormant,100.0,17.209915254824153,0,Scientific Software,Peer-reviewed,Python,ECSHackWeek,ECS Hack Week ,organization,,,"go,pypi","github.com/ecshackweek/impedance.py,github.com/ECSHackWeek/impedance.py,impedance",3673,5,6,1,290,0,1116,,111,26,6,2,0.5284552845528455,0.5,3,0,"",5,5,0,0,0,0,push:111d release:1116d commits:3 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2171
109,Soundata,https://github.com/soundata/soundata,dormant,100.0,17.045239672232476,0,Scientific Software,Peer-reviewed,Python,soundata,soundata,organization,,,pypi,soundata,2279,2,0,2,357,0,779,,16,30,5,2,0.7707082833133253,0.19999999999999996,10,2,"yujin-kimmm,magdalenafuentes",1,16,0,4,0,0,push:16d release:779d commits:5 active_maint:2 closed:4 merged:4,https://science.ecosyste.ms/projects/636
110,PySwarms,https://github.com/ljvmiranda921/pyswarms,dormant,95.0,21.999842001493597,0,Scientific Software,Peer-reviewed,Python,ljvmiranda921,Lj Miranda,user,@explosion,https://ljvmiranda921.github.io/,"alpine,pypi,conda","py3-pyswarms-pyc,pyswarms,clpso,py3-pyswarms",58316,59,16,1,1393,0,839,,723,44,0,0,0.5989010989010989,0.0,2,0,"",1,3,0,0,0,0,push:723d release:839d commits:0 active_maint:0 closed:2 merged:0,https://science.ecosyste.ms/projects/2935
111,CMasher,https://github.com/1313e/cmasher,dormant,98.0,18.96533858899074,0,Scientific Software,Peer-reviewed,Python,1313e,Ellert van der Velden,user,Energyworx,https://orcid.org/0000-0002-1559-9832,pypi,cmasher,36770,39,17,2,489,0,618,,42,10,53,3,0.5431034482758621,0.2264150943396226,2,1,neutrinoceros,0,26,0,24,0,0,push:42d release:618d commits:8 active_maint:1 closed:26 merged:24,https://science.ecosyste.ms/projects/2312
112,cuallee,https://github.com/canimus/cuallee,dormant,98.0,18.925760934279772,0,Scientific Software,Peer-reviewed,Python,canimus,Herminio Vazquez,user,iovio,http://iovio.com,pypi,cuallee,49315,1,1,2,242,0,593,,175,16,9,2,0.2908777969018933,0.4444444444444444,2,1,canimus,4,156,2,29,0,0,push:175d release:593d commits:5 active_maint:1 closed:128 merged:29,https://science.ecosyste.ms/projects/628
114,corner.py,https://github.com/dfm/corner.py,dormant,95.0,21.762810110823175,0,Scientific Software,Peer-reviewed,Python,dfm,Dan Foreman-Mackey,user,,https://dfm.io,"pypi,alpine,conda","corner,py3-corner,py3-corner-pyc",103654,374,147,1,575,0,614,,4,47,33,7,0.5317725752508361,0.5454545454545454,1,1,dfm,7,33,3,20,0,0,push:4d release:614d commits:8 active_maint:1 closed:23 merged:20,https://science.ecosyste.ms/projects/3125
115,Hickle,https://github.com/telegraphic/hickle,dormant,95.0,21.747039297989453,0,Scientific Software,Peer-reviewed,Python,telegraphic,Danny Price,user,Curtin / UC Berkeley ,http://www.thetelegraphic.com,"pypi,go,conda","hickle,fits2hdf,github.com/telegraphic/hickle",162942,323,10,2,503,0,852,,91,28,18,3,0.4651685393258427,0.2777777777777778,2,0,"",1,8,0,7,0,0,push:91d release:852d commits:5 active_maint:0 closed:8 merged:7,https://science.ecosyste.ms/projects/2694
116,PySD,https://github.com/sdxorg/pysd,dormant,100.0,16.644719955738672,0,Scientific Software,Peer-reviewed,Python,SDXorg,SDXorg,organization,,,"conda,pypi",pysd,1723,17,5,2,458,0,494,,150,21,7,2,0.5775492716366752,0.1428571428571429,3,0,"",5,5,0,2,0,0,push:150d release:494d commits:1 active_maint:0 closed:2 merged:2,https://science.ecosyste.ms/projects/1364
123,opt\_einsum - A Python package for optimizing contraction order for einsum-like expressions,https://github.com/dgasmith/opt_einsum,dormant,100.0,16.353500366043995,0,Scientific Software,Peer-reviewed,Python,dgasmith,Daniel Smith,user,Flagship Pioneering,,"alpine,conda,go,spack","py3-opt_einsum,py3-opt_einsum-doc,opt_einsum,github.com/dgasmith/opt_einsum,py3-opt_einsum-pyc,py-opt-einsum,opt-einsum",0,219,5,1,988,0,610,,133,28,1,1,0.43202416918429,0.0,3,0,"",4,0,1,0,0,0,push:133d release:610d commits:1 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/2819
126,Regl-Scatterplot,https://github.com/flekschas/regl-scatterplot,dormant,100.0,16.230426517180824,0,Scientific Software,Peer-reviewed,JavaScript,flekschas,Fritz Lekschas,user,,https://lekschas.de,npm,regl-scatterplot,4919,7,2,1,237,0,453,,6,11,31,3,0.11375661375661372,0.25806451612903225,3,0,"",2,11,1,7,0,0,push:6d release:453d commits:8 active_maint:0 closed:8 merged:7,https://science.ecosyste.ms/projects/1186
133,visdat,https://github.com/ropensci/visdat,dormant,95.0,21.073459253998006,0,Scientific Software,Peer-reviewed,R,ropensci,rOpenSci,organization,,https://ropensci.org/,"cran,go,conda","visdat,github.com/ropensci/visdat,r-visdat",20339,25,5,1,462,0,1274,,87,19,1,1,0.11506276150627615,0.0,3,1,njtierney,2,1,0,0,0,0,push:87d release:1274d commits:1 active_maint:1 closed:0 merged:0,https://science.ecosyste.ms/projects/3000
134,ReproZip,https://github.com/vida-nyu/reprozip,dormant,100.0,16.063014137690008,0,Scientific Software,Peer-reviewed,Python,VIDA-NYU,VIDA-NYU,organization,,https://vida.engineering.nyu.edu/,"pypi,conda","reprounzip-docker,reprounzip-vistrails,reprounzip-vagrant,reprozip-jupyter,reprounzip-qt,reprounzip,reprozip",1340,10,5,2,362,0,1269,,176,16,3,1,0.07829670329670335,0.0,2,0,"",1,1,1,0,0,0,push:176d release:1269d commits:3 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/3089
141,Augmentor,https://github.com/mdbloice/augmentor,dead,95.0,20.696539665375848,0,Scientific Software,Peer-reviewed,Python,mdbloice,Marcus D. Bloice,user,Medical University Graz,https://imi.medunigraz.at,"alpine,pypi","py3-augmentor,augmentor,py3-augmentor-pyc",7999,16,0,1,5138,0,839,,861,23,0,0,0.08300395256916993,0.0,0,0,"",0,1,0,0,0,0,push:861d release:839d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2964
142,exoplanet,https://github.com/exoplanet-dev/exoplanet,dead,100.0,15.659265524977355,0,Scientific Software,Peer-reviewed,Python,exoplanet-dev,exoplanet,organization,,https://exoplanet.codes,"conda,pypi",exoplanet,1400,35,5,1,238,0,835,,3,17,0,0,0.12561983471074378,0.0,1,0,"",1,5,0,0,0,0,push:3d release:835d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/1853
143,pyMannKendall,https://github.com/mmhs013/pymannkendall,dead,95.0,20.643135301666142,0,Scientific Software,Peer-reviewed,Python,mmhs013,Md. Manjurul Hussain Shourov,user,,https://www.researchgate.net/profile/Md_Manjurul_Shourov,"pypi,conda",pymannkendall,665928,59,9,1,287,0,1293,,495,5,0,0,0.11764705882352944,0.0,1,0,"",1,0,0,0,0,0,push:495d release:1293d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2501
144,TextDescriptives,https://github.com/hlasse/textdescriptives,dormant,98.0,17.641940467439316,0,Scientific Software,Peer-reviewed,Python,HLasse,Lasse Hansen,user,Aarhus University,lassehansen.me,pypi,textdescriptives,8260,1,4,2,366,0,591,,86,16,11,2,0.4929378531073446,0.18181818181818177,3,1,KennethEnevoldsen,4,3,1,0,0,0,push:86d release:591d commits:11 active_maint:1 closed:3 merged:0,https://science.ecosyste.ms/projects/1157
145,Machine Learning Validation via Rational Dataset Sampling with astartes,https://github.com/jacksonburns/astartes,dormant,100.0,15.638361634670003,0,Scientific Software,Peer-reviewed,Python,JacksonBurns,Jackson Burns,user,,jacksonwarnerburns.com,pypi,astartes,17191,1,0,1,102,0,366,,303,4,4,1,0.18398637137989782,0.0,3,1,JacksonBurns,3,1,2,1,0,0,push:303d release:366d commits:4 active_maint:1 closed:3 merged:1,https://science.ecosyste.ms/projects/929
162,Visions,https://github.com/dylan-profiler/visions,dormant,93.0,22.203184597741426,0,Scientific Software,Peer-reviewed,Python,dylan-profiler,dylan-profiler,organization,,,"conda,pypi",visions,1072345,722,6,2,222,0,544,,64,12,9,2,0.3770491803278688,0.11111111111111116,1,0,"",2,0,0,0,0,0,push:64d release:544d commits:9 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2258
166,effectsize,https://github.com/easystats/effectsize,dormant,95.0,20.137178537304884,0,Scientific Software,Peer-reviewed,R,easystats,easystats,organization,,https://easystats.github.io/easystats/,"cran,go,conda","effectsize,github.com/easystats/effectsize,r-effectsize",53521,49,25,1,352,0,429,,29,16,22,5,0.26617826617826623,0.5454545454545454,6,1,mattansb,8,19,4,16,0,0,push:29d release:429d commits:11 active_maint:1 closed:21 merged:16,https://science.ecosyste.ms/projects/2015
169,ALNS,https://github.com/n-wouda/alns,dormant,98.0,17.103584033350767,0,Scientific Software,Peer-reviewed,Python,N-Wouda,Niels Wouda,user,,https://nielswouda.com,pypi,alns,6096,2,1,1,635,0,647,,520,8,0,0,0.149171270718232,0.0,2,1,N-Wouda,5,2,3,2,0,0,push:520d release:647d commits:0 active_maint:1 closed:5 merged:2,https://science.ecosyste.ms/projects/1273
170,PlatiPy,https://github.com/pyplati/platipy,dormant,100.0,15.093590334443432,0,Scientific Software,Peer-reviewed,Python,pyplati,pyplati,organization,,,pypi,platipy,1125,9,3,1,150,0,750,,71,13,3,3,0.4053333333333333,0.6666666666666667,2,0,"",2,4,0,1,0,0,push:71d release:750d commits:2 active_maint:0 closed:1 merged:1,https://science.ecosyste.ms/projects/1086
171,Matching,https://github.com/daffidwilde/matching,dormant,100.0,15.055348934015234,0,Scientific Software,Peer-reviewed,Python,daffidwilde,Henry Wilde,user,Dŵr Cymru Welsh Water,,"pypi,conda",matching,3615,33,0,1,167,0,1030,,300,5,0,0,0.03649635036496346,0.0,1,0,"",3,4,3,3,0,0,push:300d release:1030d commits:0 active_maint:0 closed:6 merged:3,https://science.ecosyste.ms/projects/2253
172,small_gicp,https://github.com/koide3/small_gicp,dormant,98.0,17.046540777999894,0,Scientific Software,Peer-reviewed,C++,koide3,,user,AIST,https://staff.aist.go.jp/k.koide/,pypi,small-gicp,3752,0,1,1,979,0,720,,8,10,3,2,0.11038961038961037,0.33333333333333337,1,0,"",7,0,1,0,0,0,push:8d release:720d commits:3 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/547
173,Managing Larger Data on a GitHub Repository,https://github.com/ropensci/piggyback,dormant,95.0,20.028458118456165,0,Scientific Software,Peer-reviewed,R,ropensci,rOpenSci,organization,,https://ropensci.org/,"cran,conda,go,spack","piggyback,r-piggyback,github.com/ropensci/piggyback",119090,30,4,1,203,0,1051,,262,19,2,2,0.38557993730407525,0.5,7,1,mpadge,1,3,0,3,0,0,push:262d release:1051d commits:2 active_maint:1 closed:3 merged:3,https://science.ecosyste.ms/projects/2764
176,GCM-Filters,https://github.com/ocean-eddy-cpt/gcm-filters,dormant,100.0,14.902945950522177,0,Scientific Software,Peer-reviewed,Python,ocean-eddy-cpt,Ocean Eddy CPT,organization,,https://ocean-eddy-cpt.github.io,"conda,pypi","gcm_filters,gcm-filters",3778,4,0,1,48,0,624,,329,14,0,0,0.42138364779874216,0.0,3,0,"",4,13,1,11,0,0,push:329d release:624d commits:0 active_maint:0 closed:12 merged:11,https://science.ecosyste.ms/projects/1608
177,OpenOA,https://github.com/nrel/openoa,dormant,100.0,14.887951341018614,0,Scientific Software,Peer-reviewed,Jupyter Notebook,NREL,National Renewable Energy Laboratory,organization,,http://www.nrel.gov,"go,pypi","github.com/NREL/OpenOA,openoa,github.com/nrel/openoa",488,2,1,2,209,0,545,,416,26,4,2,0.7011308562197092,0.25,7,2,"RHammond2,ejsimley",5,12,1,9,0,0,push:416d release:545d commits:4 active_maint:2 closed:10 merged:9,https://science.ecosyste.ms/projects/1970
182,EarthPy,https://github.com/earthlab/earthpy,dormant,95.0,19.77317943055001,0,Scientific Software,Peer-reviewed,Python,earthlab,Earth Lab,organization,,https://www.earthdatascience.org/,"go,conda,pypi","github.com/earthlab/earthpy,earthpy",15892,91,16,3,535,0,437,,108,38,9,1,0.53220696937698,0.0,2,0,"",2,6,0,4,0,0,push:108d release:437d commits:9 active_maint:0 closed:4 merged:4,https://science.ecosyste.ms/projects/2394
185,mpi4jax,https://github.com/mpi4jax/mpi4jax,dormant,100.0,14.603230373682074,0,Scientific Software,Peer-reviewed,Python,mpi4jax,mpi4jax,organization,,,"pypi,go,conda,spack","mpi4jax,github.com/mpi4jax/mpi4jax,py-mpi4jax",604,1,2,2,537,0,368,,13,7,16,2,0.6114649681528662,0.1875,2,1,dionhaefner,6,18,2,9,0,0,push:13d release:368d commits:3 active_maint:1 closed:18 merged:9,https://science.ecosyste.ms/projects/1777
187,"Helper for Bézier Curves, Triangles, and Higher Order Objects",https://github.com/dhermes/bezier,dormant,93.0,21.47965552167663,0,Scientific Software,Peer-reviewed,Python,dhermes,Danny Hermes,user,Co-founder @hardfinhq,https://bossylobster.com,"pypi,conda","bezier,libbezier",541419,65,16,1,280,0,769,,584,11,0,0,0.021276595744680882,0.0,1,0,"",3,0,1,0,0,0,push:584d release:769d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/3009
197,Nimbus,https://github.com/xuanxu/nimbus,dormant,98.0,16.240817404379985,0,Scientific Software,Peer-reviewed,Ruby,xuanxu,Juanjo Bazán,user,,http://juanjobazan.com,rubygems,nimbus,0,2,0,1,59,0,1239,,52,3,2,1,0.009708737864077666,0.0,1,0,"",0,0,0,0,0,0,push:52d release:1239d commits:2 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/3001
203,Windrose,https://github.com/python-windrose/windrose,dormant,95.0,19.12698301562129,0,Scientific Software,Peer-reviewed,Python,python-windrose,python-windrose,organization,,,"go,conda,pypi","github.com/python-windrose/windrose,windrose",15371,30,9,2,358,0,730,,2,26,50,4,0.544578313253012,0.48,4,2,"ocefpaf,s-celles",3,38,2,33,0,0,push:2d release:730d commits:11 active_maint:2 closed:36 merged:33,https://science.ecosyste.ms/projects/2772
205,'Spectrum',https://github.com/cokelaer/spectrum,dormant,95.0,19.11299644893228,0,Scientific Software,Peer-reviewed,Python,cokelaer,Thomas Cokelaer,user,Institut Pasteur,http://thomas-cokelaer.info/,"pypi,conda",spectrum,26201,68,5,1,374,0,599,,146,22,19,2,0.14371257485029942,0.052631578947368474,1,0,"",0,1,0,1,0,0,push:146d release:599d commits:1 active_maint:0 closed:1 merged:1,https://science.ecosyste.ms/projects/2968
207,Confidence Intervals for Random Forests in Python,https://github.com/scikit-learn-contrib/forest-confidence-interval,dead,95.0,19.058704525682828,0,Scientific Software,Peer-reviewed,HTML,scikit-learn-contrib,scikit-learn-contrib,organization,,http://contrib.scikit-learn.org,"pypi,conda",forestci,35665,39,4,3,288,0,1396,,5,18,0,0,0.5655430711610487,0.0,4,0,"",2,2,0,0,0,0,push:5d release:1396d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2962
208,PsychroLib,https://github.com/psychrometrics/psychrolib,dormant,95.0,19.044561026197723,0,Scientific Software,Peer-reviewed,C#,,,,,,"cran,nuget,pypi",psychrolib,34919,9,2,1,296,0,1888,,1301,9,0,0,0.4299065420560748,0.0,0,0,"",0,3,0,0,0,0,push:1301d release:1888d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/2685
209,ggalluvial,https://github.com/corybrunson/ggalluvial,dormant,95.0,19.004803839505374,0,Scientific Software,Peer-reviewed,R,corybrunson,Cory Brunson,user,@LaboratoryForSystemsMedicine,http://systemsmedicine.pulmonary.medicine.ufl.edu/profile/brunson-jason/,"conda,go,cran","r-ggalluvial,github.com/corybrunson/ggalluvial,ggalluvial",20693,79,12,1,521,0,1254,,124,8,9,2,0.40922619047619047,0.11111111111111116,1,1,corybrunson,12,1,2,0,0,0,push:124d release:1254d commits:9 active_maint:1 closed:2 merged:0,https://science.ecosyste.ms/projects/2239
210,mpl-interactions,https://github.com/mpl-extensions/mpl-interactions,dead,95.0,18.969645265150735,0,Scientific Software,Peer-reviewed,Python,mpl-extensions,mpl-extensions,organization,,,pypi,mpl-interactions,54365,9,5,1,143,0,688,,24,15,0,0,0.2791519434628975,0.0,1,0,"",0,1,0,0,0,0,push:24d release:688d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/844
215,textnets,https://github.com/jboynyc/textnets,dormant,100.0,13.870992567423277,0,Scientific Software,Peer-reviewed,Python,jboynyc,John Boy,user,Leiden University,https://www.jboy.space,"conda,pypi",textnets,403,1,0,1,294,0,489,,77,9,5,1,0.04088397790055254,0.0,1,0,"",1,0,1,0,0,0,push:77d release:489d commits:5 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/2093
216,Ripser.py,https://github.com/scikit-tda/ripser.py,dormant,95.0,18.864667077039247,0,Scientific Software,Peer-reviewed,C++,scikit-tda,Scikit-TDA,organization,,scikit-tda.org,"pypi,conda",ripser,20641,31,10,3,334,0,509,,33,24,18,3,0.6527777777777778,0.38888888888888884,3,0,"",4,29,2,12,0,0,push:33d release:509d commits:7 active_maint:0 closed:19 merged:12,https://science.ecosyste.ms/projects/2770
