rank,name,repository_url,bucket,science_score,project_score,total_citations,category,sub_category,language,owner_login,owner_name,owner_kind,owner_company,owner_website,ecosystems,package_names,monthly_downloads,dependent_repos,dependent_packages,registry_maintainers,stars,archived,days_since_release,days_since_commit,days_since_push,total_committers,past_year_commits,past_year_committers,dds,past_year_dds,issue_maintainers_count,active_maintainers_count,active_maintainers,past_year_issues,past_year_prs,past_year_issues_closed,past_year_prs_merged,advisories,unpatched_advisories,signals,science_html_url
276,ncompare,https://github.com/nasa/ncompare,active,100.0,12.6705610940878,0,Scientific Software,Peer-reviewed,Python,nasa,NASA,organization,,https://github.com/nasa/nasa.github.io/blob/master/docs/INSTRUCTIONS.md,pypi,ncompare,1169,0,0,1,31,0,568,,29,8,84,4,0.4533730158730159,0.36904761904761907,1,1,danielfromearth,3,22,0,13,0,0,push:29d release:568d commits:73 active_maint:1 closed:13 merged:13,https://science.ecosyste.ms/projects/657
277,TESPy,https://github.com/oemof/tespy,active,95.0,17.612597346698912,0,Scientific Software,Peer-reviewed,Python,oemof,oemof community,organization,,https://oemof.org,"conda,go,pypi","tespy,github.com/oemof/tespy",3695,5,4,1,402,0,333,,3,39,1216,15,0.09409237379162194,0.07730263157894735,9,5,"fwitte,jfreissmann,maltefritz,sertomas,ChaofanChen",77,106,52,78,0,0,push:3d release:333d commits:1210 active_maint:5 closed:132 merged:78,https://science.ecosyste.ms/projects/2237
278,volesti,https://github.com/geomscale/volesti,active,98.0,14.609611960713629,0,Scientific Software,Peer-reviewed,C++,GeomScale,GeomScale,organization,,https://geomscale.github.io/,cran,volesti,300,1,0,1,187,0,2110,,27,43,16,11,0.46963562753036436,0.75,6,1,TolisChal,1,18,0,0,0,0,push:27d release:2110d commits:16 active_maint:1 closed:7 merged:0,https://science.ecosyste.ms/projects/206
279,colorspace,https://github.com/retostauffer/python-colorspace,dormant,100.0,12.598114733306197,0,Scientific Software,Peer-reviewed,Python,retostauffer,Reto Stauffer,user,,http://www.retostauffer.org,pypi,colorspace,796,2,0,2,80,0,640,,187,5,2,1,0.07538461538461538,0.0,2,0,"",7,5,7,3,0,0,push:187d release:640d commits:2 active_maint:0 closed:12 merged:3,https://science.ecosyste.ms/projects/426
280,wrenfold,https://github.com/wrenfold/wrenfold,active,98.0,14.590687854608086,0,Scientific Software,Peer-reviewed,C++,wrenfold,wrenfold,organization,,https://wrenfold.org,"pypi,cargo","wrenfold,wrenfold-traits",543,0,0,1,76,0,375,,31,4,53,2,0.03551912568306015,0.2075471698113207,2,1,gareth-cross,2,10,1,8,0,0,push:31d release:375d commits:53 active_maint:1 closed:9 merged:8,https://science.ecosyste.ms/projects/302
281,VILLASnode,https://github.com/villasframework/node,active,100.0,12.589707872851683,0,Scientific Software,Peer-reviewed,C++,VILLASframework,VILLASframework,organization,,https://fein-aachen.org/projects/villas-framework/,"pypi,go","villas-node,github.com/villasframework/node,github.com/VILLASframework/node",91,3,0,3,20,0,343,,14,38,207,10,0.24654956085319946,0.5072463768115942,8,4,"riteshk001,Hobbbbes,RiteshKarki27,JitpanuM",5,34,0,14,0,0,push:14d release:343d commits:207 active_maint:4 closed:18 merged:14,https://science.ecosyste.ms/projects/9
282,PyMedPhys,https://github.com/pymedphys/pymedphys,active,95.0,17.585702059952347,0,Scientific Software,Peer-reviewed,Python,pymedphys,PyMedPhys,organization,,https://pymedphys.com,pypi,pymedphys,2168,12,7,4,360,0,546,,96,44,110,7,0.2746488476748943,0.0636363636363636,9,2,"Matthew-Jennings,SimonBiggs",7,24,0,6,0,0,push:96d release:546d commits:109 active_maint:2 closed:12 merged:6,https://science.ecosyste.ms/projects/1366
283,pentapy,https://github.com/geostat-framework/pentapy,dormant,100.0,12.567220072987212,0,Scientific Software,Peer-reviewed,Python,GeoStat-Framework,GeoStat Framework,organization,,https://geostat-framework.org,"pypi,conda",pentapy,5027,2,2,3,15,0,455,,287,3,7,1,0.024844720496894457,0.0,1,1,MuellerSeb,0,2,0,2,0,0,push:287d release:455d commits:7 active_maint:1 closed:2 merged:2,https://science.ecosyste.ms/projects/2432
284,DeepHyper,https://github.com/deephyper/deephyper,active,95.0,17.56416250623109,0,Scientific Software,Peer-reviewed,Python,deephyper,DeepHyper Team,organization,,,pypi,deephyper,3799,3,0,3,305,0,339,,125,36,58,3,0.18861846814602723,0.10344827586206895,5,2,"Deathn0t,pbalapra",22,45,6,28,0,0,push:125d release:339d commits:58 active_maint:2 closed:37 merged:28,https://science.ecosyste.ms/projects/170
285,DeepRiver,https://github.com/online-ml/deep-river,active,100.0,12.551023125772346,0,Scientific Software,Peer-reviewed,Python,online-ml,The Fellowship of Online Machine Learning,organization,,https://maxhalford.notion.site/Friends-of-Online-Machine-Learning-8a264829ccf345a4b2627de38139ec8b,pypi,deep-river,220,0,1,1,175,0,488,,7,8,114,1,0.5200501253132832,0.0,4,1,kulbachcedric,8,27,5,17,0,0,push:7d release:488d commits:114 active_maint:1 closed:24 merged:17,https://science.ecosyste.ms/projects/331
286,GWSurrogate,https://github.com/sxs-collaboration/gwsurrogate,active,100.0,12.524839055032455,0,Scientific Software,Peer-reviewed,Jupyter Notebook,sxs-collaboration,Simulating eXtreme Spacetimes,organization,,https://www.black-holes.org,"pypi,conda",gwsurrogate,390,5,2,2,43,0,392,,41,16,42,4,0.3066502463054187,0.5,4,3,"duetosymmetry,nilsdeppe,sfield17",2,13,0,8,0,0,push:41d release:392d commits:42 active_maint:3 closed:10 merged:8,https://science.ecosyste.ms/projects/237
287,PyExperimenter,https://github.com/tornede/py_experimenter,dormant,100.0,12.50860761555222,0,Scientific Software,Peer-reviewed,Python,tornede,,user,,,pypi,py-experimenter,488,1,0,4,39,0,777,,134,9,8,1,0.6583850931677019,0.0,7,2,"LukasFehring,mwever",5,10,1,6,0,0,push:134d release:777d commits:8 active_maint:2 closed:7 merged:6,https://science.ecosyste.ms/projects/1169
288,alv,https://github.com/arvestad/alv,dormant,100.0,12.500662057292402,0,Scientific Software,Peer-reviewed,Python,arvestad,Lars Arvestad,user,Stockholm University,https://www.su.se/english/profiles/arve-1.232358,pypi,alv,252,1,1,1,121,0,880,,100,9,11,1,0.5113636363636364,0.0,1,0,"",1,2,1,1,0,0,push:100d release:880d commits:11 active_maint:0 closed:2 merged:1,https://science.ecosyste.ms/projects/2723
289,FiLiP,https://github.com/rwth-ebc/filip,active,98.0,14.47826038479663,0,Scientific Software,Peer-reviewed,Python,RWTH-EBC,RWTH Aachen University - E.ON Energy Research Center - Institute for Energy Efficient Buildings and Indoor Climate,organization,,http://www.ebc.eonerc.rwth-aachen.de/,pypi,filip,1181,1,0,1,25,0,353,,57,42,173,7,0.7172887172887172,0.3063583815028902,15,3,"djs0109,mwr-ebc,SystemsPurge",14,25,8,8,0,0,push:57d release:353d commits:171 active_maint:3 closed:18 merged:8,https://science.ecosyste.ms/projects/503
290,otoole,https://github.com/osemosys/otoole,dormant,100.0,12.467436409664082,0,Scientific Software,Peer-reviewed,Python,OSeMOSYS,OSeMOSYS,organization,,http://www.osemosys.org/,pypi,otoole,696,4,0,2,32,0,622,,619,5,0,0,0.4115755627009646,0.0,2,0,"",2,0,1,0,0,0,push:619d release:622d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/887
291,xagg,https://github.com/ks905383/xagg,dead,100.0,12.421054984563677,0,Scientific Software,Peer-reviewed,Python,ks905383,Kevin Schwarzwald,user,"IRI, Columbia, LDEO",,"conda,pypi","xagg,xagg-no-xesmf-deps",351,1,2,1,102,0,1123,,248,6,0,0,0.12442396313364057,0.0,1,0,"",3,2,0,0,0,0,push:248d release:1123d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/336
292,GWPopulation,https://github.com/colmtalbot/gwpopulation,active,100.0,12.414646573468193,0,Scientific Software,Peer-reviewed,Python,ColmTalbot,Colm Talbot,user,,https://colmtalbot.github.io/,"conda,pypi",gwpopulation,526,1,2,1,60,0,464,,13,10,13,3,0.3628808864265928,0.46153846153846156,2,1,ColmTalbot,0,7,0,4,0,0,push:13d release:464d commits:13 active_maint:1 closed:5 merged:4,https://science.ecosyste.ms/projects/147
293,PET2BIDS,https://github.com/openneuropet/pet2bids,active,100.0,12.40229710749312,0,Scientific Software,Peer-reviewed,Python,openneuropet,Open NeuroPET,organization,,https://openneuropet.github.io/,pypi,pypet2bids,334,1,1,2,33,0,384,,13,20,16,5,0.4311111111111111,0.5625,1,0,"",14,17,8,14,0,0,push:13d release:384d commits:16 active_maint:0 closed:24 merged:14,https://science.ecosyste.ms/projects/526
294,pyCSEP,https://github.com/sceccode/pycsep,active,100.0,12.398146493766806,0,Scientific Software,Peer-reviewed,Python,SCECcode,Southern California Earthquake Center,organization,,https://www.scec.org/,"conda,pypi",pycsep,157,1,1,2,58,0,472,,473,17,20,1,0.2904689863842662,0.0,4,0,"",4,12,0,11,0,0,push:473d release:472d commits:20 active_maint:0 closed:11 merged:11,https://science.ecosyste.ms/projects/1625
295,qnm,https://github.com/duetosymmetry/qnm,dormant,100.0,12.39627969659812,0,Scientific Software,Peer-reviewed,Python,duetosymmetry,Leo C. Stein,user,,https://duetosymmetry.com/,"conda,pypi",qnm,1012,5,3,1,52,0,493,,10,5,4,1,0.045662100456621,0.0,1,0,"",0,6,0,4,0,0,push:10d release:493d commits:0 active_maint:0 closed:4 merged:4,https://science.ecosyste.ms/projects/2438
296,PyCUTEst,https://github.com/jfowkes/pycutest,active,100.0,12.390965892691947,0,Scientific Software,Peer-reviewed,Python,jfowkes,Jari,user,Rutherford Appleton Laboratory,https://www.numerical.rl.ac.uk/people/j_fowkes/,pypi,pycutest,670,1,1,2,39,0,597,,93,7,17,1,0.2100840336134454,0.0,2,1,jfowkes,6,7,3,4,0,0,push:93d release:597d commits:17 active_maint:1 closed:9 merged:4,https://science.ecosyste.ms/projects/1363
297,"traffic, a toolbox for processing and analysing air traffic data",https://github.com/xoolive/traffic,active,95.0,17.365445135813605,0,Scientific Software,Peer-reviewed,Python,xoolive,Xavier Olive,user,Research Scientist,http://www.xoolive.org/,"pypi,conda",traffic,2070,10,0,1,503,0,594,,9,42,75,8,0.1402743142144638,0.48,6,2,"figuetbe,xoolive",4,30,3,23,0,0,push:9d release:594d commits:36 active_maint:2 closed:26 merged:23,https://science.ecosyste.ms/projects/2520
298,starfish,https://github.com/spacetx/starfish,active,95.0,17.350356450392354,0,Scientific Software,Peer-reviewed,Python,spacetx,spacetx,organization,,,pypi,starfish,2771,5,1,4,249,0,443,,17,31,68,3,0.7348284960422163,0.3382352941176471,8,1,shachafl,3,43,0,16,0,0,push:17d release:443d commits:23 active_maint:1 closed:26 merged:16,https://science.ecosyste.ms/projects/1904
299,dymos,https://github.com/openmdao/dymos,active,95.0,17.343728180635296,0,Scientific Software,Peer-reviewed,Python,OpenMDAO,OpenMDAO,organization,,http://www.openmdao.org,pypi,dymos,4974,4,1,1,291,0,409,,78,24,22,4,0.4247246022031824,0.13636363636363635,6,1,naylor-b,5,32,3,15,0,0,push:78d release:409d commits:22 active_maint:1 closed:25 merged:15,https://science.ecosyste.ms/projects/1946
300,Limarka,https://github.com/abntex/limarka,unknown,93.0,19.339422381900985,0,Scientific Software,Peer-reviewed,Ruby,abntex,Projetos abnTeX2,organization,,http://www.abntex.net.br,rubygems,limarka,0,0,0,1,441,0,2582,,2086,3,0,0,0.008676789587852451,0.0,5,0,"",0,0,0,0,0,0,push:2086d release:2582d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/3070
301,graphsim,https://github.com/tomkellygenetics/graphsim,unknown,98.0,14.279772736580897,0,Scientific Software,Peer-reviewed,HTML,TomKellyGenetics,Tom Kelly,user,RIKEN IMS; H.U. Group @hugp-ri,https://orcid.org/0000-0003-3904-6690,cran,graphsim,445,2,1,1,25,0,444,,444,3,0,0,0.03554502369668244,0.0,1,0,"",0,0,0,0,0,0,push:444d release:444d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2200
302,Netgraph,https://github.com/paulbrodersen/netgraph,dormant,95.0,17.272005771805453,0,Scientific Software,Peer-reviewed,Python,paulbrodersen,Paul Brodersen,user,University of Oxford,http://paulbrodersen.pythonanywhere.com/,pypi,netgraph,4249,15,8,1,747,0,962,,555,10,0,0,0.01740294511378848,0.0,0,0,"",3,0,1,0,0,0,push:555d release:962d commits:0 active_maint:0 closed:1 merged:0,https://science.ecosyste.ms/projects/1062
303,OApackage,https://github.com/eendebakpt/oapackage,active,100.0,12.264912145552607,0,Scientific Software,Peer-reviewed,C++,eendebakpt,Pieter Eendebak,user,,http://pietereendebak.nl,pypi,oapackage,815,1,2,1,39,0,611,,176,7,16,1,0.050790067720090315,0.0,1,0,"",0,0,0,0,0,0,push:176d release:611d commits:16 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2642
304,spgrep,https://github.com/spglib/spgrep,active,100.0,12.260560830814242,0,Scientific Software,Peer-reviewed,Python,spglib,spglib,organization,,,pypi,spgrep,877,0,2,1,58,0,403,,17,5,138,4,0.5243362831858407,0.49275362318840576,1,1,lan496,3,36,1,30,0,0,push:17d release:403d commits:47 active_maint:1 closed:34 merged:30,https://science.ecosyste.ms/projects/1124
305,fractopo,https://github.com/nialov/fractopo,active,100.0,12.259196263852447,0,Scientific Software,Peer-reviewed,Python,nialov,Nikolas Ovaskainen,user,"MSc, Geology",,"pypi,conda",fractopo,2025,2,0,1,29,0,493,,35,4,115,1,0.01834862385321101,0.0,1,1,nialov,0,30,0,18,0,0,push:35d release:493d commits:115 active_maint:1 closed:23 merged:18,https://science.ecosyste.ms/projects/1135
306,gym-electric-motor (GEM),https://github.com/upb-lea/gym-electric-motor,active,98.0,14.22393129389807,0,Scientific Software,Peer-reviewed,Python,upb-lea,Paderborn University - LEA,organization,,https://ei.uni-paderborn.de/en/lea/,pypi,gym-electric-motor,177,1,0,2,419,0,618,,223,24,35,4,0.72840790842872,0.1428571428571429,15,1,bhk11,10,17,1,4,0,0,push:223d release:618d commits:35 active_maint:1 closed:7 merged:4,https://science.ecosyste.ms/projects/1985
307,AtlasReader,https://github.com/miykael/atlasreader,dormant,100.0,12.187654060006157,0,Scientific Software,Peer-reviewed,Jupyter Notebook,miykael,Michael Notter,user,,,pypi,atlasreader,150,2,1,1,124,0,896,,10,11,11,3,0.4899328859060402,0.36363636363636365,3,0,"",1,3,0,1,0,0,push:10d release:896d commits:8 active_maint:0 closed:1 merged:1,https://science.ecosyste.ms/projects/2647
308,BibDedupe,https://github.com/colrev-environment/bib-dedupe,active,100.0,12.170466193060856,0,Scientific Software,Peer-reviewed,Python,CoLRev-Environment,CoLRev-Environment,organization,,,pypi,bib-dedupe,6891,0,1,1,8,0,632,,133,4,58,2,0.3367003367003367,0.03448275862068961,0,0,"",2,7,1,1,0,0,push:133d release:632d commits:58 active_maint:0 closed:6 merged:1,https://science.ecosyste.ms/projects/697
309,PyCPD,https://github.com/siavashk/pycpd,dormant,95.0,17.138106049032828,0,Scientific Software,Peer-reviewed,Python,siavashk,Siavash Khallaghi,user,Unraveled AI,http://siavashk.github.io,pypi,pycpd,2819,9,4,1,595,0,2297,,1087,17,0,0,0.6121212121212121,0.0,3,0,"",3,5,2,0,0,0,push:1087d release:2297d commits:0 active_maint:0 closed:5 merged:0,https://science.ecosyste.ms/projects/1299
310,Monte Carlo / Dynamic Code (MC/DC),https://github.com/cement-psaap/mcdc,active,100.0,12.13201697970076,0,Scientific Software,Peer-reviewed,Python,CEMeNT-PSAAP,CEMeNT,organization,,https://cement-psaap.github.io,pypi,mcdc,64,0,0,3,43,0,470,,330,39,851,13,0.5388711395101171,0.3149236192714454,7,4,"melekderman,ilhamv,jpmorgan98,massimolarsen",19,41,0,18,0,0,push:330d release:470d commits:851 active_maint:4 closed:25 merged:18,https://science.ecosyste.ms/projects/744
311,Tools21cm,https://github.com/sambit-giri/tools21cm,active,100.0,12.12247362165386,0,Scientific Software,Peer-reviewed,Jupyter Notebook,sambit-giri,Sambit Kumar Giri,user,University of Zurich,https://sambit-giri.github.io/,pypi,tools21cm,508,1,1,1,24,0,372,,80,13,43,3,0.6461731493099121,0.41860465116279066,3,1,sambit-giri,9,0,3,0,0,0,push:80d release:372d commits:43 active_maint:1 closed:3 merged:0,https://science.ecosyste.ms/projects/2166
312,"egobox, a Rust toolbox for efficient global optimization",https://github.com/relf/egobox,active,93.0,19.108750747434126,0,Scientific Software,Peer-reviewed,Jupyter Notebook,relf,Rémi Lafage,user,ONERA,,"cargo,pypi","egobox-doe,egobox,egobox-moe,egobox-gp,egobox-ego",7213,1,4,1,181,0,342,,10,7,174,4,0.021248339973439556,0.03448275862068961,2,1,relf,5,86,4,36,0,0,push:10d release:342d commits:170 active_maint:1 closed:59 merged:36,https://science.ecosyste.ms/projects/1384
313,Stingray 2,https://github.com/stingraysoftware/stingray,active,95.0,17.102724800211046,0,Scientific Software,Peer-reviewed,Python,StingraySoftware,Stingray,organization,,https://stingray.science,"conda,pypi",stingray,1593,6,2,3,221,0,346,,58,65,168,6,0.4195095948827292,0.14880952380952384,8,1,matteobachetti,8,23,0,7,0,0,push:58d release:346d commits:168 active_maint:1 closed:7 merged:7,https://science.ecosyste.ms/projects/427
314,DataInterpolations.jl,https://github.com/sciml/datainterpolations.jl,active,95.0,17.085803949497905,0,Scientific Software,Peer-reviewed,Julia,SciML,SciML Open Source Scientific Machine Learning,organization,,https://sciml.ai,julia,DataInterpolations,0,0,25,0,269,0,363,,0,58,112,16,0.798175598631699,0.6071428571428572,14,4,"oscardssmith,SouthEndMusic,ChrisRackauckas,sathvikbhagavan",12,53,0,23,0,0,push:0d release:363d commits:99 active_maint:4 closed:30 merged:23,https://science.ecosyste.ms/projects/511
315,Blimpy,https://github.com/ucberkeleyseti/blimpy,dead,98.0,14.0698426507345,0,Scientific Software,Peer-reviewed,Python,UCBerkeleySETI,UC Berkeley SETI Program,organization,,http://seti.berkeley.edu,"pypi,conda",blimpy,817,8,1,5,54,0,1351,,1350,25,0,0,0.7160578911095796,0.0,2,0,"",0,1,0,0,0,0,push:1350d release:1351d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2418
316,sjmisc,https://github.com/strengejacke/sjmisc,active,93.0,19.059730322780553,0,Scientific Software,Peer-reviewed,R,strengejacke,Daniel,user,Universitätsklinikum Hamburg-Eppendorf,http://strengejacke.de,"cran,conda","sjmisc,r-sjmisc",32973,43,24,1,157,0,365,,365,13,1,1,0.527448869752422,0.0,2,0,"",1,0,0,0,0,0,push:365d release:365d commits:1 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2831
317,see,https://github.com/easystats/see,active,93.0,19.049318586948893,0,Scientific Software,Peer-reviewed,R,easystats,easystats,organization,,https://easystats.github.io/easystats/,"conda,cran,go","r-see,see,github.com/easystats/see",13517,52,16,1,948,0,506,,5,15,107,7,0.38198198198198197,0.28971962616822433,6,3,"strengejacke,IndrajeetPatil,rempsyc",2,33,2,26,0,0,push:5d release:506d commits:95 active_maint:3 closed:31 merged:26,https://science.ecosyste.ms/projects/1812
318,PyPulseq,https://github.com/imr-framework/pypulseq,active,95.0,17.049174103537315,0,Scientific Software,Peer-reviewed,Python,imr-framework,iMR Framework,user,,,pypi,pypulseq,5525,5,4,1,169,0,769,,332,33,70,14,0.6608315098468271,0.6285714285714286,10,4,"mcencini,schuenke,btasdelen,LeoMcBills",19,36,7,12,0,0,push:332d release:769d commits:59 active_maint:4 closed:20 merged:12,https://science.ecosyste.ms/projects/2425
319,EPyT,https://github.com/openwateranalytics/epyt,active,98.0,14.0257731041917,0,Scientific Software,Peer-reviewed,Jupyter Notebook,OpenWaterAnalytics,Open Water Analytics,organization,,http://wateranalytics.org,"go,pypi","github.com/OpenWaterAnalytics/EPyT,github.com/openwateranalytics/epyt,epyt",2663,2,3,3,80,0,400,,56,8,47,3,0.47207446808510634,0.14893617021276595,3,1,Mariosmsk,5,16,2,14,0,0,push:56d release:400d commits:47 active_maint:1 closed:16 merged:14,https://science.ecosyste.ms/projects/904
320,AMLTK,https://github.com/automl/amltk,dormant,100.0,12.007511944685133,0,Scientific Software,Peer-reviewed,Python,automl,AutoML-Freiburg-Hannover,organization,,www.automl.org,pypi,amltk,118,0,0,1,75,0,716,,637,13,0,0,0.1364485981308411,0.0,4,0,"",2,2,1,2,0,0,push:637d release:716d commits:0 active_maint:0 closed:3 merged:2,https://science.ecosyste.ms/projects/543
321,AMReX,https://github.com/amrex-codes/amrex,active,100.0,12.002057474650965,0,Scientific Software,Peer-reviewed,C++,AMReX-Codes,AMReX-Codes,organization,,https://amrex-codes.github.io/,,,0,,,,780,0,,,7,255,647,50,0.689417733752114,0.37403400309119006,12,7,"WeiqunZhang,AlexanderSinn,atmyers,ax3l,asalmgren,drummerdoc,zingale",41,251,19,147,0,0,push:7d commits:638 active_maint:7 closed:176 merged:147,https://science.ecosyste.ms/projects/2574
322,"UltraNest - a robust, general purpose Bayesian inference engine",https://github.com/johannesbuchner/ultranest,dormant,95.0,16.99873002341639,0,Scientific Software,Peer-reviewed,Python,JohannesBuchner,Johannes Buchner,user,,http://astrost.at/istics/,"conda,pypi",ultranest,7627,28,19,1,204,0,594,,152,16,11,3,0.08082191780821912,0.5454545454545454,1,1,JohannesBuchner,6,4,1,2,0,0,push:152d release:594d commits:11 active_maint:1 closed:3 merged:2,https://science.ecosyste.ms/projects/1942
323,Pylinac,https://github.com/jrkerns/pylinac,active,95.0,16.997672687681753,0,Scientific Software,Peer-reviewed,Python,jrkerns,James Kerns,user,Radformation,,pypi,pylinac,3825,9,2,2,197,0,345,,42,25,335,5,0.126432664756447,0.29850746268656714,1,0,"",9,16,0,0,0,0,push:42d release:345d commits:335 active_maint:0 closed:2 merged:0,https://science.ecosyste.ms/projects/906
324,Bempp-cl,https://github.com/bempp/bempp-cl,dormant,98.0,13.996556301254177,0,Scientific Software,Peer-reviewed,Python,bempp,Bempp,organization,,http://www.bempp.com,"conda,pypi",bempp-cl,435,1,1,2,217,0,485,,10,13,2,2,0.38175270108043213,0.5,4,0,"",6,1,3,0,0,0,push:10d release:485d commits:2 active_maint:0 closed:3 merged:0,https://science.ecosyste.ms/projects/1951
325,The Causal Testing Framework,https://github.com/citcom-project/causaltestingframework,active,100.0,11.981039810643157,0,Scientific Software,Peer-reviewed,Python,CITCOM-project,CITCOM-project,organization,,,pypi,causal-testing-framework,425,0,0,2,19,0,351,,1,13,226,3,0.6180124223602484,0.28761061946902655,4,3,"jmafoster1,f-allian,Jake248Newman",16,33,6,23,0,0,push:1d release:351d commits:226 active_maint:3 closed:32 merged:23,https://science.ecosyste.ms/projects/263
326,The pdb2sql Python Package,https://github.com/deeprank/pdb2sql,dead,100.0,11.941273418947132,0,Scientific Software,Peer-reviewed,Python,DeepRank,DeepRank,organization,,,pypi,pdb2sql,423,9,2,2,24,0,1231,,1231,11,0,0,0.39660056657223797,0.0,5,0,"",2,0,0,0,0,0,push:1231d release:1231d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2236
327,qujax,https://github.com/cqcl/qujax,dormant,98.0,13.907113875837274,0,Scientific Software,Peer-reviewed,Python,CQCL,Cambridge Quantum,organization,,http://www.cambridgequantum.com,pypi,qujax,2252,1,1,1,71,0,1008,,339,6,13,2,0.3119266055045872,0.07692307692307687,4,0,"",0,8,0,1,0,0,push:339d release:1008d commits:1 active_maint:0 closed:3 merged:1,https://science.ecosyste.ms/projects/1006
328,Pyglmnet,https://github.com/glm-tools/pyglmnet,unknown,95.0,16.886481742490957,0,Scientific Software,Peer-reviewed,Python,glm-tools,glm-tools,organization,,,"pypi,conda",pyglmnet,2295,5,0,2,288,0,2313,,1078,29,0,0,0.5978260869565217,0.0,4,0,"",0,0,0,0,0,0,push:1078d release:2313d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2288
329,fqfa,https://github.com/countess-project/fqfa,unknown,100.0,11.884654524947624,0,Scientific Software,Peer-reviewed,Python,CountESS-Project,CountESS,organization,,,pypi,fqfa,9058,1,3,2,7,0,927,,927,2,0,0,0.010309278350515427,0.0,0,0,"",0,0,0,0,0,0,push:927d release:927d commits:0 active_maint:0 closed:0 merged:0,https://science.ecosyste.ms/projects/2289
330,chembl-downloader,https://github.com/cthoyt/chembl-downloader,active,98.0,13.882724247645521,0,,,Jupyter Notebook,cthoyt,Charles Tapley Hoyt,user,RWTH Aachen University,https://cthoyt.com,"pypi,go","chembl-downloader,github.com/cthoyt/chembl-downloader",3294,4,2,1,91,0,329,,319,4,30,1,0.018867924528301883,0.0,1,1,cthoyt,3,17,2,10,0,0,push:319d release:329d commits:30 active_maint:1 closed:14 merged:10,https://science.ecosyste.ms/projects/34529
331,py-pde,https://github.com/zwicker-group/py-pde,active,95.0,16.875688379583973,0,Scientific Software,Peer-reviewed,Python,zwicker-group,Zwicker Group,organization,,www.zwickergroup.org,"conda,pypi",py-pde,5137,8,3,1,462,0,432,,20,12,343,4,0.030322580645161246,0.0991253644314869,2,1,david-zwicker,20,82,13,78,0,0,push:20d release:432d commits:313 active_maint:1 closed:91 merged:78,https://science.ecosyste.ms/projects/2262
332,ETHOS.FINE,https://github.com/fzj-iek3-vsa/fine,active,98.0,13.858937795888918,0,Scientific Software,Peer-reviewed,Python,FZJ-IEK3-VSA,Forschungszentrum Jülich - Jülich Systems Analysis,organization,,https://www.fz-juelich.de/iek/iek-3/EN/Home/home_node.html,"pypi,go,conda","fine,github.com/FZJ-IEK3-VSA/FINE,github.com/fzj-iek3-vsa/fine",247,2,1,3,100,0,567,,6,65,192,20,0.8162344983089065,0.71875,22,18,"julian-belina,phil-fzj,JohannesBehrens,jenszimmert,mraffly,Lana535,NilsLudwig,TobiasMios,tala-ghaddar,LarsHadidi,a-bayongwa,jonasbecker00,H-Wenzel,dmarmullaku,Burdack1,kschulze26,lovinduw,SebKeb",335,101,206,47,0,0,push:6d release:567d commits:138 active_maint:18 closed:263 merged:47,https://science.ecosyste.ms/projects/316
333,Efficient Polyhedral Gravity Modeling in Modern C++ and Python,https://github.com/esa/polyhedral-gravity-model,active,100.0,11.843667026882457,0,Scientific Software,Peer-reviewed,Jupyter Notebook,esa,European Space Agency,organization,,http://www.esa.int,"conda,pypi","polyhedral-gravity-model,polyhedral-gravity",869,0,0,1,39,0,686,,43,6,19,2,0.07547169811320753,0.3157894736842105,2,1,schuhmaj,1,4,1,2,0,0,push:43d release:686d commits:19 active_maint:1 closed:3 merged:2,https://science.ecosyste.ms/projects/669
334,Micro Manager,https://github.com/precice/micro-manager,active,100.0,11.783257899086896,0,Scientific Software,Peer-reviewed,Python,precice,preCICE,organization,,https://precice.org,pypi,micro-manager-precice,272,0,0,1,22,0,358,,3,16,133,9,0.27864583333333337,0.45112781954887216,10,4,"IshaanDesai,fsimonis,Snapex2409,MakisH",7,51,0,34,0,0,push:3d release:358d commits:119 active_maint:4 closed:34 merged:34,https://science.ecosyste.ms/projects/926
335,,https://github.com/juliageo/cftime.jl,active,100.0,11.776089409608284,0,,,Julia,JuliaGeo,JuliaGeo,organization,,https://juliageo.org/,julia,CFTime,0,0,18,0,10,0,332,,34,8,138,4,0.07349665924276172,0.07971014492753625,5,4,"rafaqz,Alexander-Barth,visr,willbodeau",16,12,10,10,0,0,push:34d release:332d commits:130 active_maint:4 closed:21 merged:10,https://science.ecosyste.ms/projects/334542
