purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:julia/BioTools,BioTools,julia,dead,,1,0,,,,,,9,,,,,0,https://github.com/biojulia/biotools.jl,pkg:julia/BioTools,BioTools,julia,dead,,1,0,,,,,,9,,,,,0,https://github.com/biojulia/biotools.jl
pkg:julia/PolynomialRoots,PolynomialRoots,julia,dormant,,0,0,,,,,,9,,,,,0,https://github.com/giordano/polynomialroots.jl,pkg:julia/PolynomialRoots,PolynomialRoots,julia,dormant,,0,0,,,,,,9,,,,,0,https://github.com/giordano/polynomialroots.jl
pkg:julia/InplaceOps,InplaceOps,julia,dormant,,0,0,,,,,,9,,,,,0,https://github.com/simonbyrne/inplaceops.jl,pkg:julia/InplaceOps,InplaceOps,julia,dormant,,0,0,,,,,,9,,,,,0,https://github.com/simonbyrne/inplaceops.jl
pkg:julia/WeakRefStrings,WeakRefStrings,julia,dormant,,0,0,,,,,,9,,,,,0,https://github.com/juliadata/weakrefstrings.jl,pkg:julia/WeakRefStrings,WeakRefStrings,julia,dormant,,0,0,,,,,,9,,,,,0,https://github.com/juliadata/weakrefstrings.jl
pkg:julia/BioServices,BioServices,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/biojulia/bioservices.jl,pkg:julia/BioServices,BioServices,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/biojulia/bioservices.jl
pkg:julia/FreeType,FreeType,julia,unknown,,0,1,,,,,,9,,,,,0,https://github.com/juliagraphics/freetype.jl,pkg:julia/FreeType,FreeType,julia,unknown,,0,1,,,,,,9,,,,,0,https://github.com/juliagraphics/freetype.jl
pkg:julia/OptimTestProblems,OptimTestProblems,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/julianlsolvers/optimtestproblems.jl,pkg:julia/OptimTestProblems,OptimTestProblems,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/julianlsolvers/optimtestproblems.jl
pkg:julia/StateSpaceReconstruction,StateSpaceReconstruction,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/juliadynamics/statespacereconstruction.jl,pkg:julia/StateSpaceReconstruction,StateSpaceReconstruction,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/juliadynamics/statespacereconstruction.jl
pkg:julia/Simplices,Simplices,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/juliadynamics/simplices.jl,pkg:julia/Simplices,Simplices,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/juliadynamics/simplices.jl
pkg:julia/CausalityToolsBase,CausalityToolsBase,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/juliadynamics/causalitytoolsbase.jl,pkg:julia/CausalityToolsBase,CausalityToolsBase,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/juliadynamics/causalitytoolsbase.jl
pkg:julia/Twiddle,Twiddle,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/benjward/twiddle.jl,pkg:julia/Twiddle,Twiddle,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/benjward/twiddle.jl
pkg:julia/StrTables,StrTables,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/juliastring/strtables.jl,pkg:julia/StrTables,StrTables,julia,unknown,,0,0,,,,,,9,,,,,0,https://github.com/juliastring/strtables.jl
pkg:julia/MLDataPattern,MLDataPattern,julia,dead,,1,1,,,,,,8,,,,,0,https://github.com/juliaml/mldatapattern.jl,pkg:julia/MLDataPattern,MLDataPattern,julia,dead,,1,1,,,,,,8,,,,,0,https://github.com/juliaml/mldatapattern.jl
pkg:julia/DiffEqPDEBase,DiffEqPDEBase,julia,dead,,1,1,,,,,,8,,,,,0,https://github.com/sciml/diffeqpdebase.jl,pkg:julia/DiffEqPDEBase,DiffEqPDEBase,julia,dead,,1,1,,,,,,8,,,,,0,https://github.com/sciml/diffeqpdebase.jl
pkg:julia/GenomicFeatures,GenomicFeatures,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/biojulia/genomicfeatures.jl,pkg:julia/GenomicFeatures,GenomicFeatures,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/biojulia/genomicfeatures.jl
pkg:julia/ImageMetadata,ImageMetadata,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/juliaimages/imagemetadata.jl,pkg:julia/ImageMetadata,ImageMetadata,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/juliaimages/imagemetadata.jl
pkg:julia/Discretizers,Discretizers,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/sisl/discretizers.jl,pkg:julia/Discretizers,Discretizers,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/sisl/discretizers.jl
pkg:julia/Contour,Contour,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/juliageometry/contour.jl,pkg:julia/Contour,Contour,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/juliageometry/contour.jl
pkg:julia/SimpleTools,SimpleTools,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/scheinerman/simpletools.jl,pkg:julia/SimpleTools,SimpleTools,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/scheinerman/simpletools.jl
pkg:julia/ERFA,ERFA,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/juliaastro/erfa.jl,pkg:julia/ERFA,ERFA,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/juliaastro/erfa.jl
pkg:julia/SuffixArrays,SuffixArrays,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/juliacollections/suffixarrays.jl,pkg:julia/SuffixArrays,SuffixArrays,julia,dormant,,0,0,,,,,,8,,,,,0,https://github.com/juliacollections/suffixarrays.jl
pkg:julia/IndexableBitVectors,IndexableBitVectors,julia,unknown,,0,0,,,,,,8,,,,,0,https://github.com/biojulia/indexablebitvectors.jl,pkg:julia/IndexableBitVectors,IndexableBitVectors,julia,unknown,,0,0,,,,,,8,,,,,0,https://github.com/biojulia/indexablebitvectors.jl
pkg:julia/Ogg,Ogg,julia,unknown,,0,0,,,,,,8,,,,,0,https://github.com/staticfloat/ogg.jl,pkg:julia/Ogg,Ogg,julia,unknown,,0,0,,,,,,8,,,,,0,https://github.com/staticfloat/ogg.jl
